date,weather_code,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,sunrise,sunset,daylight_duration,sunshine_duration,uv_index_max,uv_index_clear_sky_max,precipitation_sum,rain_sum,showers_sum,snowfall_sum,precipitation_hours,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
2023-10-01 04:00:00+00:00,,,,,,0,0,42750.656,,,,,,,,0.0,,,,,,
2023-10-02 04:00:00+00:00,,,,,,0,0,42643.047,,,,,,,,0.0,,,,,,
2023-10-03 04:00:00+00:00,,,,,,0,0,42535.965,,,,,,,,0.0,,,,,,
2023-10-04 04:00:00+00:00,,,,,,0,0,42429.49,,,,,,,,0.0,,,,,,
2023-10-05 04:00:00+00:00,,,,,,0,0,42323.42,,,,,,,,0.0,,,,,,
2023-10-06 04:00:00+00:00,,,,,,0,0,42217.04,,,,,,,,0.0,,,,,,
2023-10-07 04:00:00+00:00,,,,,,0,0,42110.35,,,,,,,,0.0,,,,,,
2023-10-08 04:00:00+00:00,,,,,,0,0,42003.434,,,,,,,,0.0,,,,,,
2023-10-09 04:00:00+00:00,,,,,,0,0,41896.37,,,,,,,,0.0,,,,,,
2023-10-10 04:00:00+00:00,,,,,,0,0,41789.227,,,,,,,,0.0,,,,,,
2023-10-11 04:00:00+00:00,51.0,24.575998,18.776,25.825363,19.797031,0,0,41682.09,27528.48,4.7,6.2,0.4,0.15,0.3,0.0,4.0,,15.7908325,28.44,155.51085,10.02,2.1919656
2023-10-12 04:00:00+00:00,3.0,29.175999,16.526,29.196175,17.358265,0,0,41575.04,34778.22,5.65,6.25,0.0,0.0,0.0,0.0,0.0,,21.868332,41.399998,179.51804,13.05,3.089676
2023-10-13 04:00:00+00:00,51.0,32.776,19.976,35.161907,19.662676,0,0,41468.152,20341.64,6.05,6.25,0.5,0.5,0.1,0.0,4.0,,28.521906,43.199997,23.629536,11.43,3.9443336
2023-10-14 04:00:00+00:00,0.0,25.776,16.876,21.435165,12.237381,0,0,41361.51,38234.656,6.3,6.3,0.0,0.0,0.0,0.0,0.0,,26.27753,46.8,9.170312,20.36,6.851091
2023-10-15 04:00:00+00:00,0.0,22.276,14.476,17.314877,10.103518,0,0,41255.19,38165.47,6.2,6.2,0.0,0.0,0.0,0.0,0.0,,30.608469,46.079998,4.1222014,20.14,5.777274
2023-10-16 04:00:00+00:00,0.0,21.976,11.476,17.54875,8.647145,0,0,41149.28,38097.0,6.1,6.1,0.0,0.0,0.0,0.0,0.0,,24.522316,31.68,12.670156,20.13,4.863049
2023-10-17 04:00:00+00:00,0.0,24.7695,7.0195,24.541992,5.08708,0,0,41043.863,36000.0,6.1,6.1,0.0,0.0,0.0,0.0,0.0,,11.966954,23.4,132.91318,19.98,3.9465828
2023-10-18 04:00:00+00:00,0.0,27.869501,9.9695,25.143536,8.081055,0,0,40939.023,36000.0,5.95,5.95,0.0,0.0,0.0,0.0,0.0,0.0,23.0653,31.68,183.39125,19.64,4.7143693
2023-10-19 04:00:00+00:00,0.0,30.2695,14.0195,28.40176,14.103355,0,0,40834.844,36000.0,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,21.542923,31.319998,341.77475,19.25,4.663727
2023-10-20 04:00:00+00:00,0.0,35.3195,12.3195,34.072697,10.97108,0,0,40731.41,36000.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.013882,24.84,233.33426,19.27,4.357938
2023-10-21 04:00:00+00:00,3.0,33.5195,13.0695,33.700665,11.960075,0,0,40628.812,32375.941,5.05,5.95,0.0,0.0,0.0,0.0,0.0,0.0,15.137133,32.760002,190.60028,18.47,4.805236
2023-10-22 04:00:00+00:00,45.0,30.719501,19.2695,31.151733,22.293943,0,0,40527.14,28800.0,5.9,5.9,0.0,0.0,0.0,0.0,0.0,32.0,19.881649,37.44,161.95023,16.39,4.1557074
2023-10-23 04:00:00+00:00,81.0,28.3195,21.619501,32.1741,23.948523,0,0,40426.49,11214.067,5.65,5.9,2.9,4.3500004,0.0,0.0,1.0,100.0,20.073025,45.36,146.5016,10.04,2.047607
2023-10-24 04:00:00+00:00,96.0,26.4195,22.2695,30.297081,24.304014,0,0,40326.934,9601.251,4.85,5.7,4.0,6.0,0.0,0.0,1.0,100.0,21.980644,45.719997,147.4143,7.19,1.5054154
2023-10-25 04:00:00+00:00,96.0,28.0695,23.0695,31.342258,25.18425,0,0,40228.316,8504.356,4.9,5.65,53.4,80.1,0.0,0.0,3.0,97.0,22.725668,53.28,145.76247,6.81,1.8326496
2023-10-26 04:00:00+00:00,81.0,25.619501,21.869501,30.211231,25.62627,0,0,40129.8,12284.929,5.4,5.65,14.0,21.0,0.0,0.0,6.0,100.0,21.077686,47.16,165.73672,8.32,1.6051427
2023-10-27 04:00:00+00:00,96.0,29.9195,23.369501,34.675724,27.75777,0,0,40031.418,18000.0,5.45,5.6,69.5,104.25001,0.0,0.0,3.0,100.0,14.917212,36.719997,153.21962,11.13,2.3542116
2023-10-28 04:00:00+00:00,96.0,29.219501,23.619501,31.955002,27.43029,0,0,39933.26,12865.776,5.55,5.55,2.2,3.2999997,0.0,0.0,2.0,97.0,22.608458,37.44,160.44853,9.28,2.1605012
2023-10-29 04:00:00+00:00,45.0,24.369501,7.6194997,28.648895,2.541809,0,0,39835.41,0.0,4.2,5.3,0.0,0.0,0.0,0.0,0.0,100.0,29.598919,47.88,16.163305,3.47,0.68238
2023-10-30 04:00:00+00:00,61.0,8.669499,5.0195,5.3259068,-1.1857805,0,0,39737.973,0.0,2.45,5.45,7.0,10.5,0.0,0.0,5.0,100.0,36.0,61.920002,356.1451,5.68,0.9940435
2023-10-31 04:00:00+00:00,3.0,15.8195,6.8195,9.666655,2.1729965,0,0,39641.035,28800.0,5.45,5.45,0.0,0.0,0.0,0.0,0.0,3.0,24.863468,46.8,2.5056734,17.18,3.1765757
2023-11-01 04:00:00+00:00,0.0,15.4695,3.6195,12.310934,0.7353158,0,0,39544.695,35462.367,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,11.304229,23.759998,15.030491,18.39,2.7387238
2023-11-02 04:00:00+00:00,3.0,19.4195,2.0195,16.251024,-0.13280916,0,0,39449.047,35412.68,5.25,5.3,0.0,0.0,0.0,0.0,0.0,0.0,15.856356,17.28,158.00417,16.76,2.964528
2023-11-03 04:00:00+00:00,3.0,23.7695,9.4695,22.770504,7.5168657,0,0,39354.2,31762.62,5.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,17.373497,25.199999,177.68631,12.62,2.6583273
2023-11-04 04:00:00+00:00,45.0,25.969501,13.419499,26.332417,13.168961,0,0,39260.246,21600.0,5.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,16.09969,25.56,178.3549,14.17,2.7354841
2023-11-05 04:00:00+00:00,45.0,26.119501,14.1195,26.897047,14.81357,0,0,39167.285,15807.883,4.5,5.2,0.0,0.0,0.0,0.0,0.0,0.0,13.397612,27.0,184.45363,12.55,2.5505226
